"ISIN";"StockExchange";"Symbol"
"INE0LXT01019";"NSE";"REDTAPE"
"INE0M4D01010";"NSE";"SGLTL"
"INE0MB501011";"NSE";"JGCHEM"
"INE0MHO01029";"NSE";"REGAAL"
"INE0MIS01010";"NSE";"PYRAMID"
"INE0N0Y01013";"NSE";"USK"
"INE0N2P01017";"NSE";"RISHABH"
"INE0N7W01012";"NSE";"BLAL"
"INE0NAZ01010";"NSE";"SMARTWORKS"
"INE0NLT01010";"NSE";"BLSE"
"INE0NN701020";"NSE";"ATL"
"INE0NNS01018";"BSE";"543768"
"INE0NNS01018";"NSE";"NSLNISP"
"INE0NQ801033";"NSE";"RKSWAMY"
"INE0NT901020";"NSE";"NETWEB"
"INE0O3901029";"NSE";"TREL"
"INE0O6601022";"NSE";"KROSS"
"INE0O9T01021";"NSE";"BAJAJINDEF"
"INE0OAF01028";"NSE";"JNKINDIA"
"INE0OJW01016";"NSE";"ROSSTECH"
"INE0ONG01011";"NSE";"NTPCGREEN"
"INE0OPA01019";"NSE";"DBEIL"
"INE0OV601013";"NSE";"EMSLIMITED"
"INE0PA801013";"NSE";"GHCLTEXTIL"
"INE0PB301013";"NSE";"SCILAL"
"INE0PEQ01016";"NSE";"RBZJEWEL"
"INE0PK601023";"NSE";"OCCLLTD"
"INE0PPK01015";"NSE";"ORIENTTECH"
"INE0PQ101010";"NSE";"SSDL"
"INE0PSC01024";"NSE";"DIGIDRIVE"
"INE0PT501018";"NSE";"PLATIND"
"INE0Q3J01015";"NSE";"KRN"
"INE0Q3R01026";"NSE";"SUNCLAY"
"INE0Q9301021";"NSE";"IGIL"
"INE0QN801017";"NSE";"KRYSTAL"
"INE0QRL01017";"NSE";"ARKADE"
"INE0QTF01015";"NSE";"VSTL"
"INE0R4L01018";"NSE";"DENTA"
"INE0R6Z01013";"NSE";"SRM"
"INE0R8B01010";"NSE";"PATELRMART"
"INE0RB801010";"NSE";"SENORES"
"INE0RE001014";"NSE";"GALAPREC"
"INE0RWQ01014";"NSE";"TOLINS"
"INE0RYC01010";"NSE";"STALLION"
"INE0S2G01011";"NSE";"BALAJEE"
"INE0S2V01010";"NSE";"VRAJ"
"INE0S4R01014";"NSE";"CRIZAC"
"INE0SII01026";"NSE";"QPOWER"
"INE0TGX01019";"NSE";"CHEMBONDCH"
"INE0TO701015";"NSE";"MAMATA"
"INE0U3I01011";"NSE";"UNIMECH"
"INE0U4101014";"NSE";"BLUSPRING"
"INE0U4701011";"NSE";"DIGITIDE"
"INE0UIZ01018";"NSE";"BLACKBUCK"
"INE0UOS01011";"NSE";"SANOFICONR"
"INE0URU01010";"NSE";"GLOBALE"
"INE0US801024";"NSE";"MFML"
"INE0V3U01015";"NSE";"GLOBECIVIL"
"INE0V6F01027";"NSE";"HYUNDAI"
"INE0V7W01012";"NSE";"CARRARO"
"INE0V9Q01010";"NSE";"LOTUSDEV"
"INE0W2G01015";"NSE";"SAGILITY"
"INE0WO601020";"NSE";"LAXMIDENTL"
"INE100A01010";"BSE";"500027"
"INE100A01010";"NSE";"ATUL"
"INE100D01014";"BSE";"504220"
"INE100D01014";"NSE";"WSI"
"INE101A01026";"BSE";"500520"
"INE101A01026";"NSE";"M&M"
"INE101D01020";"BSE";"532482"
"INE101D01020";"NSE";"GRANULES"
"INE101I01011";"NSE";"AFCONS"
"INE102A01024";"BSE";"500193"
"INE102A01024";"NSE";"HLVLTD"
"INE102B01014";"BSE";"531358"
"INE102B01014";"NSE";"CHOICEIN"
"INE102D01028";"BSE";"532424"
"INE102D01028";"NSE";"GODREJCP"
"INE102I01027";"BSE";"532875"
"INE102I01027";"NSE";"ADSL"
"INE103A01014";"BSE";"500109"
"INE103A01014";"NSE";"MRPL"
"INE103C01036";"BSE";"543263"
"INE103C01036";"NSE";"SMCGLOBAL"
"INE103V01028";"NSE";"TRAVELFOOD"
"INE105A01035";"BSE";"520056"
"INE105A01035";"NSE";"TVSHLTD"
"INE105C01023";"BSE";"516092"
"INE105C01023";"NSE";"3PLAND"
"INE105I01020";"NSE";"SELMC"
"INE105J01010";"BSE";"532983"
"INE105J01010";"NSE";"RPGLIFE"
"INE106I01010";"BSE";"532870"
"INE106I01010";"NSE";"ANKITMETAL"
"INE106T01025";"NSE";"HITECH"
"INE107A01015";"BSE";"531426"
"INE107A01015";"NSE";"TNPL"
"INE107F01022";"BSE";"524212"
"INE107F01022";"NSE";"WANBURY"
"INE108E01023";"BSE";"533166"
"INE108E01023";"NSE";"SUNDARAM"
"INE108V01019";"NSE";"AWFIS"
"INE109A01011";"BSE";"523598"
"INE109A01011";"NSE";"SCI"
"INE109C01017";"BSE";"531179"
"INE109C01017";"NSE";"ARMANFIN"
"INE110A01019";"BSE";"500074"
"INE110A01019";"NSE";"BPL"
"INE110B01017";"BSE";"517344"
"INE110B01017";"NSE";"MINDTECK"
"INE111A01025";"BSE";"531344"
"INE111A01025";"NSE";"CONCOR"
"INE111B01023";"BSE";"526881"
"INE111B01023";"NSE";"63MOONS"
"INE111Q01021";"NSE";"PDSL"
"INE112D01035";"BSE";"514450"
"INE112D01035";"NSE";"MHLXMIRU"
"INE112F01022";"BSE";"590075"
"INE112F01022";"NSE";"LAMBODHARA"
"INE112L01020";"BSE";"542650"
"INE112L01020";"NSE";"METROPOLIS"
"INE112X01017";"NSE";"SIKKO"
"INE113A01013";"BSE";"500670"
"INE113A01013";"NSE";"GNFC"
"INE114A01011";"BSE";"500113"
"INE114A01011";"NSE";"SAIL"
"INE115A01026";"BSE";"500253"
"INE115A01026";"NSE";"LICHSGFIN"
"INE115Q01022";"NSE";"IKS"
"INE116A01032";"BSE";"523694"
"INE116A01032";"NSE";"APCOTEXIND"
"INE116D01028";"BSE";"532507"
"INE116D01028";"NSE";"BAGFILMS"
"INE116G01013";"NSE";"VARDHACRLC"
"INE117A01022";"BSE";"500002"
"INE117A01022";"NSE";"ABB"
"INE117B01020";"NSE";"CURAA"
"INE117Z01011";"NSE";"NARMADA"
"INE118A01012";"BSE";"500490"
"INE118A01012";"NSE";"BAJAJHLDNG"
"INE118D01016";"NSE";"NUVOCO"
"INE118H01025";"NSE";"BSE"
"INE119A01028";"BSE";"500038"
"INE119A01028";"NSE";"BALRAMCHIN"
"INE120A01034";"BSE";"513375"
"INE120A01034";"NSE";"CARBORUNIV"
"INE120D01012";"BSE";"526217"
"INE120D01012";"NSE";"HITECHCORP"
"INE121A01024";"BSE";"511243"
"INE121A01024";"NSE";"CHOLAFIN"
"INE121E01018";"BSE";"533148"
"INE121E01018";"NSE";"JSWENERGY"
"INE121J01017";"BSE";"534816"
"INE121J01017";"NSE";"INDUSTOWER"
"INE121N01019";"NSE";"THEJO"
"INE122M01019";"BSE";"533704"
"INE122M01019";"NSE";"ESSARSHPNG"
"INE123B01028";"BSE";"521109"
"INE123B01028";"NSE";"NAGREEKEXP"
"INE123C01018";"BSE";"507785"
"INE123C01018";"NSE";"TAINWALCHM"
"INE123F01029";"BSE";"513377"
"INE123F01029";"NSE";"MMTC"
"INE123W01016";"BSE";"540719"
"INE123W01016";"NSE";"SBILIFE"
"INE124E01020";"BSE";"513517"
"INE124E01020";"NSE";"STEELCAS"
"INE124G01033";"BSE";"532848"
"INE124G01033";"NSE";"DELTACORP"
"INE124Y01010";"NSE";"PASHUPATI"
"INE126A01031";"BSE";"500125"
"INE126A01031";"NSE";"EIDPARRY"
"INE126J01016";"BSE";"531761"
"INE126J01016";"NSE";"APOLLOPIPE"
"INE126M01010";"BSE";"533520"
"INE126M01010";"NSE";"YAARI"
"INE127B01011";"BSE";"522073"
"INE127B01011";"NSE";"HITECHGEAR"
"INE127D01025";"BSE";"541729"
"INE127D01025";"NSE";"HDFCAMC"
"INE127I01024";"BSE";"530655"
"INE127I01024";"NSE";"GOODLUCK"
"INE127T01021";"NSE";"KPEL"
"INE128A01029";"BSE";"531508"
"INE128A01029";"NSE";"EVEREADY"
"INE128S01021";"NSE";"FIVESTAR"
"INE128X01021";"NSE";"ACI"
"INE129A01019";"BSE";"532155"
"INE129A01019";"NSE";"GAIL"
"INE129Z01016";"NSE";"SINTERCOM"
"INE12NJ01018";"NSE";"SAMBHV"
"INE130B01031";"BSE";"517530"
"INE130B01031";"NSE";"SURANAT&P"
"INE131A01031";"BSE";"532181"
"INE131A01031";"NSE";"GMDCLTD"
"INE131B01039";"BSE";"530517"
"INE131B01039";"NSE";"RELAXO"
"INE132H01018";"BSE";"532668"
"INE132H01018";"NSE";"AURIONPRO"
"INE133A01011";"BSE";"500710"
"INE133A01011";"NSE";"AKZOINDIA"
"INE133E01013";"BSE";"507205"
"INE133E01013";"NSE";"TI"
"INE133Y01011";"BSE";"540774"
"INE133Y01011";"NSE";"IFGLEXPOR"
"INE134B01017";"BSE";"533193"
"INE134B01017";"NSE";"KECL"
"INE134E01011";"BSE";"532810"
"INE134E01011";"NSE";"PFC"
"INE136B01020";"BSE";"532175"
"INE136B01020";"NSE";"CYIENT"
"INE136S01016";"BSE";"542665"
"INE136S01016";"NSE";"NEOGEN"
"INE137C01018";"BSE";"526397"
"INE137C01018";"NSE";"ALPHAGEO"
"INE137I01015";"BSE";"509152"
"INE137I01015";"NSE";"GRPLTD"
"INE138A01028";"BSE";"503031"
"INE138A01028";"NSE";"PENINLAND"
"INE138C01024";"BSE";"506525"
"INE138C01024";"NSE";"KANORICHEM"
"INE138Y01010";"NSE";"KFINTECH"
"INE139A01034";"BSE";"532234"
"INE139A01034";"NSE";"NATIONALUM"
"INE139B01016";"BSE";"500464"
"INE139B01016";"NSE";"UCAL"
"INE139I01011";"BSE";"532916"
"INE139I01011";"NSE";"BVCL"
"INE139R01012";"NSE";"FUSION"
"INE140A01024";"BSE";"500302"
"INE140A01024";"NSE";"PEL"
"INE141D01018";"BSE";"523419"
"INE141D01018";"NSE";"TNTELE"
"INE141K01013";"BSE";"533164"
"INE141K01013";"NSE";"TEXMOPIPES"
"INE142A01012";"BSE";"500317"
"INE142A01012";"NSE";"OSWALAGRO"
"INE142I01023";"BSE";"532890"
"INE142I01023";"NSE";"TAKE"
"INE142K01011";"BSE";"534532"
"INE142K01011";"NSE";"LYPSAGEMS"
"INE142M01025";"NSE";"TATATECH"
"INE142Q01026";"NSE";"SULA"
"INE142Z01019";"BSE";"541301"
"INE142Z01019";"NSE";"ORIENTELEC"
"INE143A01010";"BSE";"539290"
"INE143A01010";"NSE";"OSWALGREEN"
"INE144D01012";"BSE";"526027"
"INE144D01012";"NSE";"CUBEXTUB"
"INE144J01027";"BSE";"533022"
"INE144J01027";"NSE";"20MICRONS"
"INE144Z01023";"NSE";"TARSONS"
"INE146L01010";"BSE";"533293"
"INE146L01010";"NSE";"KIRLOSENG"
"INE147A01011";"BSE";"590030"
"INE147A01011";"NSE";"SPIC"
"INE147P01019";"NSE";"JPOLYINVST"
"INE148A01019";"BSE";"500777"
"INE148A01019";"NSE";"TNPETRO"
"INE148I01020";"BSE";"535789"
"INE148I01020";"NSE";"IBULHSGFIN"
"INE148O01028";"NSE";"DELHIVERY"
"INE149A01033";"BSE";"504973"
"INE149A01033";"NSE";"CHOLAHLDNG"
"INE149K01016";"BSE";"504918"
"INE149K01016";"NSE";"SANDUMA"
"INE149O01018";"BSE";"535136"
"INE149O01018";"NSE";"NIBE"
"INE14LE01019";"NSE";"ABLBL"
"INE150B01039";"BSE";"506767"
"INE150B01039";"NSE";"ALKYLAMINE"
"INE150G01020";"BSE";"539542"
"INE150G01020";"NSE";"LUXIND"
"INE151A01013";"BSE";"500483"
"INE151A01013";"NSE";"TATACOMM"
"INE151G01010";"BSE";"501423"
"INE151G01028";"NSE";"SHAILY"
"INE152A01029";"BSE";"500411"
"INE152A01029";"NSE";"THERMAX"
"INE152B01027";"BSE";"532345"
"INE152B01027";"NSE";"ACLGATI"
"INE152C01025";"BSE";"530579"
"INE152C01025";"NSE";"UYFINCORP"
"INE152M01016";"BSE";"533655"
"INE152M01016";"NSE";"TRITURBINE"
"INE153A01019";"BSE";"500108"
"INE153A01019";"NSE";"MTNL"
"INE153T01027";"BSE";"540073"
"INE153T01027";"NSE";"BLS"
"INE154A01025";"BSE";"500875"
"INE154A01025";"NSE";"ITC"
"INE154U01015";"BSE";"539940"
"INE155A01022";"BSE";"500570"
"INE155A01022";"NSE";"TATAMOTORS"
"INE155C01010";"BSE";"524075"
"INE155C01010";"NSE";"ALBERTDAVD"
"INE155G01029";"BSE";"532529"
"INE155G01029";"NSE";"NDTV"
"INE155Z01011";"NSE";"MACPOWER"
"INE156A01020";"BSE";"500207"
"INE156A01020";"NSE";"INDORAMA"
"INE156C01018";"BSE";"514300"
"INE156C01018";"NSE";"PIONEEREMB"
"INE157H01023";"BSE";"532673"
"INE157H01023";"NSE";"KMSUGAR"
"INE158A01026";"BSE";"500182"
"INE158A01026";"NSE";"HEROMOTOCO"
"INE158B01016";"BSE";"523708"
"INE158B01016";"NSE";"EIMCOELECO"
"INE159A01016";"BSE";"500660"
"INE159A01016";"NSE";"GLAXO"
"INE159N01027";"BSE";"537820"
"INE159N01027";"NSE";"VIJIFIN"
"INE160A01022";"BSE";"532461"
"INE160A01022";"NSE";"PNB"
"INE161A01038";"BSE";"500304"
"INE161A01038";"NSE";"NIITLTD"
"INE161G01027";"BSE";"532621"
"INE161G01027";"NSE";"MORARJEE"
"INE161L01027";"BSE";"542655"
"INE161L01027";"NSE";"VIKASLIFE"
"INE162A01010";"BSE";"517300"
"INE162A01010";"NSE";"GIPCL"
"INE162B01018";"BSE";"517206"
"INE162B01018";"NSE";"LUMAXIND"
"INE162C01024";"NSE";"PARASPETRO"
"INE163A01018";"BSE";"500730"
"INE163A01018";"NSE";"NOCIL"
"INE164A01016";"BSE";"523319"
"INE164A01016";"NSE";"BALMLAWRIE"
"INE164B01022";"BSE";"519602"
"INE164B01030";"NSE";"KELLTONTEC"
"INE165B01029";"BSE";"517447"
"INE165B01029";"NSE";"RSSOFTWARE"
"INE168A01041";"BSE";"532209"
"INE168A01041";"NSE";"J&KBANK"
"INE168P01015";"NSE";"EMCURE"
"INE169A01031";"BSE";"506395"
"INE169A01031";"NSE";"COROMANDEL"
"INE16SF01016";"NSE";"BORANA"
"INE170E01023";"BSE";"539201"
"INE170E01023";"NSE";"SATIA"
"INE170I01016";"BSE";"532859"
"INE170I01016";"NSE";"HGS"
"INE170V01027";"NSE";"SALASAR"
"INE171A01029";"BSE";"500469"
"INE171A01029";"NSE";"FEDERALBNK"
"INE171Z01018";"BSE";"541143"
"INE171Z01026";"NSE";"BDL"
"INE172A01027";"BSE";"500870"
"INE172A01027";"NSE";"CASTROLIND"
"INE172H01014";"BSE";"532692"
"INE172N01012";"BSE";"539056"
"INE172N01012";"NSE";"IMAGICAA"
"INE173A01025";"BSE";"530017"
"INE173A01025";"NSE";"SIL"
"INE175A01038";"BSE";"500219"
"INE175A01038";"NSE";"JISLJALEQS"
"INE176A01028";"BSE";"500043"
"INE176A01028";"NSE";"BATAINDIA"
"INE176B01034";"BSE";"517354"
"INE176B01034";"NSE";"HAVELLS"
"INE177A01018";"BSE";"500210"
"INE177A01018";"NSE";"INGERRAND"
"INE177F01017";"BSE";"523323"
"INE177H01039";"NSE";"GPIL"
"INE178A01016";"BSE";"500110"
"INE178A01016";"NSE";"CHENNPETRO"
"INE178C01020";"BSE";"532419"
"INE178C01020";"NSE";"SMARTLINK"
"INE179A01014";"BSE";"500459"
"INE179A01014";"NSE";"PGHH"
"INE179G01029";"NSE";"DAVANGERE"
"INE180A01020";"BSE";"500271"
"INE180A01020";"NSE";"MFSL"
"INE180C01026";"BSE";"531595"
"INE180C01042";"NSE";"CGCL"
"INE181G01025";"BSE";"532959"
"INE182A01018";"BSE";"500680"
"INE182A01018";"NSE";"PFIZER"
"INE182D01020";"BSE";"503101"
"INE182D01020";"NSE";"MARATHON"
"INE183A01024";"BSE";"500940"
"INE183A01024";"NSE";"FINPIPE"
"INE184H01027";"BSE";"532684"
"INE184H01027";"NSE";"EKC"
"INE184O01015";"NSE";"DIFFNKG"
"INE185E01021";"NSE";"FILATFASH"
"INE185H01016";"BSE";"532695"
"INE185H01016";"NSE";"CELEBRITY"
"INE186A01019";"BSE";"530001"
"INE186A01019";"NSE";"GUJALKALI"
"INE186H01022";"BSE";"532674"
"INE186H01022";"NSE";"BASML"
"INE187A01017";"BSE";"514034"
"INE187D01011";"BSE";"505160"
"INE187D01029";"NSE";"TALBROAUTO"
"INE188A01015";"BSE";"590024"
"INE188A01015";"NSE";"FACT"
"INE188B01013";"BSE";"517380"
"INE188B01013";"NSE";"IGARASHI"
"INE188Y01031";"NSE";"VERTOZ"
"INE189B01011";"BSE";"506222"
"INE189B01011";"NSE";"STYRENIX"
"INE189I01024";"BSE";"532864"
"INE189I01024";"NSE";"NELCAST"
"INE18JU01028";"NSE";"EBGNG"
"INE190H01024";"BSE";"532713"
"INE190H01024";"NSE";"SAKUMA"
"INE191A01027";"BSE";"524372"
"INE191A01027";"NSE";"ORCHPHARMA"
"INE191B01025";"BSE";"532144"
"INE191B01025";"NSE";"WELCORP"
"INE191H01014";"BSE";"532689"
"INE191H01014";"NSE";"PVRINOX"
"INE191I01012";"BSE";"532873"
"INE191I01012";"NSE";"HDIL"
"INE192A01025";"BSE";"500800"
"INE192A01025";"NSE";"TATACONSUM"
"INE192B01031";"BSE";"514162"
"INE192B01031";"NSE";"WELSPUNLIV"
"INE192H01020";"NSE";"GRMOVER"
"INE192R01011";"BSE";"540376"
"INE192R01011";"NSE";"DMART"
"INE193B01039";"BSE";"508933"
"INE193B01039";"NSE";"AYMSYNTEX"
"INE193E01025";"BSE";"500031"
"INE193E01025";"NSE";"BAJAJELEC"
"INE195A01028";"BSE";"509930"
"INE195A01028";"NSE";"SUPREMEIND"
"INE195J01029";"BSE";"539150"
"INE195J01029";"NSE";"PNCINFRA"
"INE195N01013";"BSE";"534675"
"INE195N01013";"NSE";"PROZONER"
"INE196A01026";"BSE";"531642"
"INE196A01026";"NSE";"MARICO"
"INE196Y01018";"NSE";"WORTH"
"INE197A01024";"BSE";"513250"
"INE197A01024";"NSE";"JYOTISTRUC"
"INE197D01010";"BSE";"500227"
"INE197D01010";"NSE";"JINDALPOLY"
"INE197J01017";"BSE";"533012"
"INE197J01017";"NSE";"LPDC"
"INE198H01019";"BSE";"524412"
"INE198H01019";"NSE";"AAREYDRUGS"
"INE199A01012";"BSE";"500126"
"INE199A01012";"NSE";"PGHL"
"INE199C01026";"BSE";"523269"
"INE199C01026";"NSE";"ADVANIHOTR"
"INE199G01027";"BSE";"532705"
"INE199G01027";"NSE";"JAGRAN"
"INE1B6101010";"NSE";"SHREEJISPG"
"INE1NPP01017";"NSE";"ENRIN"
"INE1SY401010";"NSE";"RAYMONDREL"
"INE200A01026";"BSE";"522275"
"INE200A01026";"NSE";"GVT&D"
"INE200M01013";"BSE";"540180"
"INE200M01039";"NSE";"VBL"
"INE201A01024";"BSE";"500268"
"INE201A01024";"NSE";"MANALIPETC"
"INE201J01017";"BSE";"533007"
"INE201K01015";"BSE";"533121"
"INE201K01015";"NSE";"EXPLEOSOL"
"INE201M01029";"NSE";"CLEDUCATE"
"INE201P01022";"NSE";"GRINFRA"
"INE202E01016";"NSE";"IREDA"
"INE202H01019";"BSE";"532686"
"INE202H01019";"NSE";"KERNEX"
"INE202Z01029";"NSE";"SUNDARMHLD"
"INE203A01020";"BSE";"506820"
"INE203A01020";"NSE";"ASTRAZEN"
"INE203G01027";"BSE";"532514"
"INE203G01027";"NSE";"IGL"
"INE203Y01012";"NSE";"SILLYMONKS"
"INE204A01010";"BSE";"500199"
"INE204A01010";"NSE";"IGPL"
"INE204E01012";"BSE";"531921"
"INE204E01012";"NSE";"AGARIND"
"INE205A01025";"BSE";"500295"
"INE205A01025";"NSE";"VEDL"
"INE205B01023";"BSE";"505700"
"INE205B01031";"NSE";"ELECON"
"INE205C01021";"BSE";"531768"
"INE205C01021";"NSE";"POLYMED"
"INE206B01013";"BSE";"521163"
"INE206B01013";"NSE";"ZODIACLOTH"
"INE206F01022";"NSE";"AIIL"
"INE206N01018";"BSE";"504341"
"INE206N01018";"NSE";"RELTD"
"INE207E01023";"BSE";"522281"
"INE207E01023";"NSE";"RAMRAT"
"INE208A01029";"BSE";"500477"
"INE208A01029";"NSE";"ASHOKLEY"
"INE208C01025";"BSE";"500003"
"INE208C01025";"NSE";"AEGISLOG"
"INE209A01019";"BSE";"500215"
"INE209A01019";"NSE";"SUNDROP"
"INE209B01025";"BSE";"520008"
"INE209B01025";"NSE";"RICOAUTO"
"INE209L01016";"BSE";"533272"
"INE209L01016";"NSE";"JWL"
"INE210A01017";"BSE";"519224"
"INE210A01017";"NSE";"WILLAMAGOR"
"INE210C01013";"BSE";"513729"
"INE210C01013";"NSE";"AROGRANITE"
"INE211B01039";"BSE";"503100"
"INE211B01039";"NSE";"PHOENIXLTD"
"INE211R01019";"BSE";"539302"
"INE211R01019";"NSE";"POWERMECH"
"INE212H01026";"BSE";"532683"
"INE212H01026";"NSE";"AIAENG"
"INE212I01016";"BSE";"540048"
"INE212I01016";"NSE";"SPAL"
"INE213A01029";"BSE";"500312"
"INE213A01029";"NSE";"ONGC"
"INE213C01025";"BSE";"500039"
"INE213C01025";"NSE";"BANCOINDIA"
"INE214A01019";"BSE";"532173"
"INE214A01019";"NSE";"CYBERTECH"
"INE214T01019";"BSE";"540005"
"INE214T01019";"NSE";"LTIM"
"INE215B01022";"BSE";"532271"
"INE215B01022";"NSE";"ORCHASP"
"INE215D01010";"BSE";"523754"
"INE215D01010";"NSE";"MAHEPC"
"INE215F01023";"NSE";"WIPL"
"INE215I01019";"BSE";"532906"
"INE215I01027";"NSE";"MAANALU"
"INE216A01030";"BSE";"500825"
"INE216A01030";"NSE";"BRITANNIA"
"INE216H01027";"BSE";"532696"
"INE216P01012";"BSE";"541988"
"INE216P01012";"NSE";"AAVAS"
"INE217A01012";"BSE";"500780"
"INE217A01012";"NSE";"ZUARIIND"
"INE217B01036";"BSE";"500233"
"INE217B01036";"NSE";"KAJARIACER"
"INE217G01035";"BSE";"590057"
"INE217G01035";"NSE";"EQUIPPP"
"INE217K01011";"BSE";"540709"
"INE217K01011";"NSE";"RHFL"
"INE217L01019";"NSE";"SHRIRAMPPS"
"INE218C01016";"BSE";"509009"
"INE218C01016";"NSE";"AUSOMENT"
"INE218G01033";"BSE";"532521"
"INE218G01033";"NSE";"PALREDTEC"
"INE219Y01018";"NSE";"RMDRIP"
"INE220B01022";"BSE";"522287"
"INE220B01022";"NSE";"KPIL"
"INE220G01021";"BSE";"532508"
"INE220G01021";"NSE";"JSL"
"INE220J01025";"BSE";"533400"
"INE220Q01020";"NSE";"MUFTI"
"INE221B01012";"BSE";"505242"
"INE221B01012";"NSE";"DYNAMATECH"
"INE221H01019";"BSE";"532775"
"INE221H01019";"NSE";"GTLINFRA"
"INE221J01015";"BSE";"538666"
"INE221J01015";"NSE";"SHARDACROP"
"INE222J01013";"BSE";"532988"
"INE224A01026";"BSE";"501455"
"INE224A01026";"NSE";"GREAVESCOT"
"INE224E01028";"NSE";"GATECH"
"INE224E01036";"BSE";"570005"
"INE224E01036";"NSE";"GATECHDVR"
"INE225C01029";"BSE";"530131"
"INE225D01027";"BSE";"517385"
"INE225D01027";"NSE";"SYMPHONY"
"INE226A01021";"BSE";"500575"
"INE226A01021";"NSE";"VOLTAS"
"INE226H01026";"BSE";"532710"
"INE226H01026";"NSE";"SADBHAV"
"INE227C01017";"BSE";"522241"
"INE227C01017";"NSE";"MMFL"
"INE227G01018";"BSE";"532894"
"INE227G01018";"NSE";"INDOWIND"
"INE227J01012";"NSE";"KALPATARU"
"INE227W01023";"NSE";"CLEAN"
"INE228A01035";"BSE";"517146"
"INE228A01035";"NSE";"USHAMART"
"INE228I01012";"BSE";"532853"
"INE228I01012";"NSE";"ASAHISONG"
"INE229A01017";"BSE";"517536"
"INE229A01017";"NSE";"ONWARDTEC"
"INE229C01021";"NSE";"SAGCEM"
"INE229H01012";"BSE";"532698"
"INE229H01012";"NSE";"NITINSPIN"
"INE230A01023";"BSE";"500840"
"INE230A01023";"NSE";"EIHOTEL"
"INE230B01021";"BSE";"532392"
"INE230B01021";"NSE";"CREATIVEYE"
"INE230R01035";"NSE";"RAMASTEEL"
"INE231C01019";"BSE";"516016"
"INE231C01019";"NSE";"SHREYANIND"
"INE231F01020";"BSE";"532663"
"INE231F01020";"NSE";"SASKEN"
"INE231G01010";"BSE";"512626"
"INE231G01010";"NSE";"ORBTEXP"
"INE232A01011";"BSE";"502180"
"INE232A01011";"NSE";"SHREDIGCEM"
"INE232I01014";"BSE";"532872"
"INE232I01014";"NSE";"SPARC"
"INE233A01035";"BSE";"500164"
"INE233A01035";"NSE";"GODREJIND"
"INE233B01017";"BSE";"526612"
"INE233B01017";"NSE";"BLUEDART"
"INE234A01025";"BSE";"500672"
"INE234I01010";"BSE";"532925"
"INE234I01028";"NSE";"KAUSHALYA"
"INE235A01022";"BSE";"500144"
"INE235A01022";"NSE";"FINCABLES"
"INE235C01010";"BSE";"514211"
"INE235C01028";"NSE";"SUMEETINDS"
"INE236A01020";"BSE";"500179"
"INE236A01020";"NSE";"HCL-INSYS"
"INE236E01022";"NSE";"ELLEN"
"INE236G01019";"BSE";"532513"
"INE236G01019";"NSE";"TVSELECT"
"INE236Y01012";"NSE";"NGIL"
"INE237A01028";"BSE";"500247"
"INE237A01028";"NSE";"KOTAKBANK"
"INE238A01034";"BSE";"532215"
"INE238A01034";"NSE";"AXISBANK"
"INE239A01016";"BSE";"500790"
"INE239A01024";"NSE";"NESTLEIND"
"INE239C01020";"BSE";"526951"
"INE239C01020";"NSE";"STYLAMIND"
"INE239D01028";"BSE";"531092"
"INE239D01028";"NSE";"OMINFRAL"
"INE240C01028";"BSE";"532398"
"INE240C01028";"NSE";"UMESLTD"
"INE242A01010";"BSE";"530965"
"INE242A01010";"NSE";"IOC"
"INE242C01024";"BSE";"515055"
"INE242C01024";"NSE";"ANANTRAJ"
"INE243D01012";"BSE";"532430"
"INE243D01012";"NSE";"BFUTILITIE"
"INE244A01016";"BSE";"590031"
"INE244A01016";"NSE";"DENORA"
"INE244B01030";"BSE";"531120"
"INE244B01030";"NSE";"PATELENG"
"INE244J01017";"BSE";"532987"
"INE244O01017";"NSE";"UNIPARTS"
"INE245A01021";"BSE";"500400"
"INE245A01021";"NSE";"TATAPOWER"
"INE245I01016";"BSE";"532895"
"INE245I01016";"NSE";"NAGREEKCAP"
"INE246B01019";"BSE";"532370"
"INE246B01019";"NSE";"RAMCOSYS"
"INE246F01010";"BSE";"532702"
"INE246F01010";"NSE";"GSPL"
"INE247D01039";"BSE";"531543"
"INE247D01039";"NSE";"JINDWORLD"
"INE247M01014";"BSE";"534425"
"INE247M01014";"NSE";"SPECIALITY"
"INE248A01017";"BSE";"523610"
"INE248A01017";"NSE";"ITI"
"INE249Z01012";"BSE";"543237"
"INE249Z01020";"NSE";"MAZDOCK"
"INE250A01039";"BSE";"500243"
"INE250A01039";"NSE";"KIRLOSIND"
"INE250B01029";"BSE";"524129"
"INE250B01029";"NSE";"VINYLINDIA"
"INE250K01012";"BSE";"533146"
"INE250K01012";"NSE";"DLINKINDIA"
"INE250Z01010";"NSE";"INDOUS"
"INE251B01027";"BSE";"533339"
"INE251B01027";"NSE";"ZENTEC"
"INE251C01025";"NSE";"ABMINTLLTD"
"INE251H01024";"NSE";"GVKPIL"
"INE253A01025";"BSE";"500500"
"INE253A01025";"NSE";"HINDMOTORS"
"INE253B01015";"BSE";"526921"
"INE253B01015";"NSE";"21STCENMGM"
"INE254N01026";"NSE";"HNDFDS"
"INE255A01020";"BSE";"500135"
"INE255A01020";"NSE";"EPL"
"INE255D01024";"BSE";"532457"
